participant,response,valid_categories,category,irt
296,cheetah,"Non-Jungle Animals,Felines",Felines,3
296,lion,"Non-Jungle Animals,Felines",Felines,3
296,cub,North American,North American,2
296,zebra,Non-Jungle Animals,Non-Jungle Animals,4
296,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,4
296,crocodile,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,4
296,octopus,Fish,Fish,2
296,muskrat,"North American,Rodent Like",Rodent Like,13
296,ferret,"Farm Animals,Pets,Rodent Like",Rodent Like,5
296,monkey,"Jungle Animals,Primates",Primates,7
296,gorilla,"Jungle Animals,Primates",Primates,2
296,squirrel,"North American,Rodent Like",Rodent Like,9
296,chipmunk,"North American,Rodent Like",Rodent Like,5
296,mouse,"Pets,Rodent Like",Rodent Like,3
296,rat,"Pets,Rodent Like",Rodent Like,1
296,guineapig,"Pets,Rodent Like",Rodent Like,5
296,pig,Farm Animals,Farm Animals,3
296,horse,"Beasts of Burden,Farm Animals",Farm Animals,1
296,donkey,"Beasts of Burden,Farm Animals",Farm Animals,4
296,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,6
296,coyote,"Canines,North American",North American,16
296,deer,North American,North American,3
296,giraffe,Non-Jungle Animals,Non-Jungle Animals,25
296,mammal,NA,Primates,40
297,dog,"Canines,Pets",Pets,1
297,cat,"Felines,Pets",Pets,2
297,fish,"Fish,Pets",Pets,1
297,monkey,"Jungle Animals,Primates",Jungle Animals,3
297,cow,Farm Animals,Farm Animals,1
297,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,2
297,pig,Farm Animals,Farm Animals,2
297,hog,Farm Animals,Farm Animals,2
297,squirrel,"North American,Rodent Like",North American,7
297,dolphin,Fish,Fish,8
297,sanddollar,Fish,Fish,1
297,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
297,snail,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,1
297,slug,Insects,Insects,1
297,raccoon,"North American,Rodent Like",North American,3
297,chipmunk,"North American,Rodent Like",North American,2
297,skunk,"North American,Rodent Like",North American,2
297,kangaroo,Australian Animals,Australian Animals,3
297,koala,Australian Animals,Australian Animals,7
297,ferret,"Farm Animals,Pets,Rodent Like",Pets,8
297,tiger,"Non-Jungle Animals,Felines",Felines,8
297,lion,"Non-Jungle Animals,Felines",Felines,2
297,bear,North American,North American,2
297,cheetah,"Non-Jungle Animals,Felines",Felines,4
297,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,4
297,brownbear,North American,North American,4
297,jackrabbit,North American,North American,26
297,rabbit,"North American,Pets,Rodent Like",Pets,2
297,bunny,"North American,Pets",Pets,1
297,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,4
297,iguana,"Pets,Reptiles/Amphibians",Pets,4
297,lizard,"Pets,Reptiles/Amphibians",Pets,1
297,mosquito,Insects,Insects,2
297,bee,Insects,Insects,2
297,wasp,Insects,Insects,4
297,ant,Insects,Insects,3
297,rattlesnake,Reptiles/Amphibians,Reptiles/Amphibians,7
297,ostrich,"Non-Jungle Animals,Birds",Non-Jungle Animals,2
297,lemur,"Jungle Animals,Primates",Jungle Animals,6
297,emu,"Australian Animals,Birds",Pets,6
297,shark,Fish,Fish,3
297,clownfish,Fish,Fish,2
297,catfish,Fish,Fish,3
297,tarantula,Insects,Insects,4
297,spider,Insects,Insects,2
297,turtle,"Fish,Pets,Reptiles/Amphibians",Reptiles/Amphibians,6
297,parakeet,"Birds,Pets",Pets,2
298,dog,"Canines,Pets",Pets,4
298,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,5
298,lizard,"Pets,Reptiles/Amphibians",Pets,2
298,fish,"Fish,Pets",Pets,3
298,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
298,giraffe,Non-Jungle Animals,Non-Jungle Animals,5
298,zebra,Non-Jungle Animals,Non-Jungle Animals,3
298,elephant,Non-Jungle Animals,Non-Jungle Animals,3
298,whale,Fish,Fish,4
298,fly,Insects,Insects,3
298,bee,Insects,Insects,3
298,worm,Insects,Insects,4
298,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
298,kangaroo,Australian Animals,Australian Animals,6
298,bear,North American,North American,2
298,tiger,"Non-Jungle Animals,Felines",Felines,2
298,leopard,"Jungle Animals,Felines",Felines,3
298,hawk,"Birds,North American",Birds,9
298,bluejay,Birds,Birds,2
298,robin,Birds,Birds,4
298,crocodile,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,16
298,monkey,"Jungle Animals,Primates",Jungle Animals,9
298,gorilla,"Jungle Animals,Primates",Jungle Animals,3
298,koala,Australian Animals,Australian Animals,19
298,panther,"Jungle Animals,Felines,North American",Jungle Animals,9
298,cougar,"Felines,North American",Felines,6
298,dolphin,Fish,Fish,10
298,horse,"Beasts of Burden,Farm Animals",Farm Animals,10
298,donkey,"Beasts of Burden,Farm Animals",Farm Animals,1
298,pig,Farm Animals,Farm Animals,4
298,sheep,Farm Animals,Farm Animals,4
298,chicken,"Birds,Farm Animals",Farm Animals,5
298,frog,"Pets,Reptiles/Amphibians",Pets,17
379,dog,"Canines,Pets",Pets,3
379,cat,"Felines,Pets",Pets,2
379,tiger,"Non-Jungle Animals,Felines",Felines,1
379,lion,"Non-Jungle Animals,Felines",Felines,2
379,wolf,"Arctic/Far North Animals,Canines,North American",North American,3
379,bear,North American,North American,1
379,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,3
379,monkey,"Jungle Animals,Primates",Jungle Animals,4
379,giraffe,Non-Jungle Animals,Non-Jungle Animals,11
379,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,3
379,panda,Jungle Animals,Jungle Animals,5
379,greatwhiteshark,Fish,Fish,5
379,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,2
379,elephant,Non-Jungle Animals,Non-Jungle Animals,4
379,platypus,"Australian Animals,Rodent Like",Australian Animals,4
379,bunny,"North American,Pets",Pets,10
379,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,7
379,stingray,Fish,Fish,5
379,jellyfish,Fish,Fish,4
379,cheetah,"Non-Jungle Animals,Felines",Felines,6
379,leopard,"Jungle Animals,Felines",Felines,7
379,meerkat,Non-Jungle Animals,Non-Jungle Animals,3
379,eagle,"Birds,North American",Birds,2
379,penguin,"Arctic/Far North Animals,Birds",Birds,10
379,mouse,"Pets,Rodent Like",Pets,4
379,rat,"Pets,Rodent Like",Pets,5
379,toucan,Birds,Birds,13
379,pelican,Birds,Birds,2
379,dolphin,Fish,Fish,2
379,seamonkey,Fish,Fish,4
379,whale,Fish,Fish,16
379,eel,Fish,Fish,28
380,bunny,"North American,Pets",Pets,6
380,bat,Rodent Like,Rodent Like,1
380,cat,"Felines,Pets",Pets,2
380,dog,"Canines,Pets",Pets,3
380,pig,Farm Animals,Farm Animals,3
380,horse,"Beasts of Burden,Farm Animals",Farm Animals,3
380,fish,"Fish,Pets",Fish,2
380,turtle,"Fish,Pets,Reptiles/Amphibians",Fish,2
380,dolphin,Fish,Fish,6
380,whale,Fish,Fish,4
380,shark,Fish,Fish,3
380,blowfish,Fish,Fish,7
380,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,17
380,crocodile,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,6
380,goat,"Farm Animals,North American",Farm Animals,16
380,sheep,Farm Animals,Farm Animals,3
380,wolf,"Arctic/Far North Animals,Canines,North American",Canines,2
380,coyote,"Canines,North American",Canines,6
380,hamster,"Pets,Rodent Like",Pets,14
380,opossum,Australian Animals,Australian Animals,7
380,tiger,"Non-Jungle Animals,Felines",Felines,28
380,lion,"Non-Jungle Animals,Felines",Felines,2
380,elephant,Non-Jungle Animals,Non-Jungle Animals,3
380,bear,North American,North American,3
380,octopus,Fish,Fish,6
380,squid,Fish,Fish,3
380,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,6
380,leopard,"Jungle Animals,Felines",Felines,10
380,zebra,Non-Jungle Animals,Non-Jungle Animals,4
380,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
381,dog,"Canines,Pets",Pets,2
381,cat,"Felines,Pets",Pets,1
381,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
381,spider,Insects,Insects,2
381,goat,"Farm Animals,North American",Farm Animals,2
381,cow,Farm Animals,Farm Animals,1
381,horse,"Beasts of Burden,Farm Animals",Farm Animals,3
381,lizard,"Pets,Reptiles/Amphibians",Pets,3
381,ladybug,Insects,Insects,3
381,pig,Farm Animals,Farm Animals,3
381,fish,"Fish,Pets",Fish,2
381,whale,Fish,Fish,12
381,dolphin,Fish,Fish,3
381,seal,Arctic/Far North Animals,Arctic/Far North Animals,7
381,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,8
381,grizzly,North American,North American,5
381,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,3
381,starfish,Fish,Fish,4
381,monkey,"Jungle Animals,Primates",Jungle Animals,4
381,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
381,zebra,Non-Jungle Animals,Non-Jungle Animals,4
381,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,1
381,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
381,leopard,"Jungle Animals,Felines",Non-Jungle Animals,5
381,panther,"Jungle Animals,Felines,North American",Jungle Animals,3
381,kangaroo,Australian Animals,Australian Animals,6
381,deer,North American,North American,2
381,raccoon,"North American,Rodent Like",North American,3
381,possum,"Australian Animals,North American",North American,2
381,coyote,"Canines,North American",North American,12
381,fox,"Arctic/Far North Animals,Canines,North American",North American,4
381,gazelle,Non-Jungle Animals,North American,7
381,pony,"Beasts of Burden,Farm Animals,Pets",Beasts of Burden,8
381,camel,"Non-Jungle Animals,Beasts of Burden",Beasts of Burden,4
381,hamster,"Pets,Rodent Like",Rodent Like,4
381,gerbil,"Pets,Rodent Like",Rodent Like,4
381,mouse,"Pets,Rodent Like",Rodent Like,5
381,rat,"Pets,Rodent Like",Rodent Like,1
381,eel,Fish,Fish,2
381,tarantula,Insects,Insects,8
381,groundhog,"North American,Rodent Like,Rodent Like",Rodent Like,19
381,gopher,Rodent Like,Rodent Like,2
382,dog,"Canines,Pets",Pets,4
382,cat,"Felines,Pets",Pets,2
382,bat,Rodent Like,Rodent Like,2
382,rat,"Pets,Rodent Like",Pets,2
382,mouse,"Pets,Rodent Like",Pets,1
382,deer,North American,North American,4
382,bear,North American,North American,2
382,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,5
382,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
382,whale,Fish,Fish,2
382,monkey,"Jungle Animals,Primates",Jungle Animals,3
382,giraffe,Non-Jungle Animals,Non-Jungle Animals,6
382,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,3
382,guineapig,"Pets,Rodent Like",Pets,10
382,pig,Farm Animals,Farm Animals,2
382,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
382,goat,"Farm Animals,North American",Farm Animals,3
382,cow,Farm Animals,Farm Animals,3
382,bull,"Farm Animals,Felines",Farm Animals,2
382,sheep,Farm Animals,Farm Animals,4
382,chicken,"Birds,Farm Animals",Farm Animals,2
382,elk,North American,North American,9
382,lizard,"Pets,Reptiles/Amphibians",Pets,4
382,coyote,"Canines,North American",North American,15
382,frog,"Pets,Reptiles/Amphibians",Pets,4
382,ferret,"Farm Animals,Pets,Rodent Like",Pets,8
382,bunny,"North American,Pets",Pets,2
382,squirrel,"North American,Rodent Like",Rodent Like,3
382,chipmunk,"North American,Rodent Like",Rodent Like,6
382,bird,"Birds,Pets",Pets,2
382,donkey,"Beasts of Burden,Farm Animals",Farm Animals,11
382,walrus,Arctic/Far North Animals,Arctic/Far North Animals,6
382,ostrich,"Non-Jungle Animals,Birds",Non-Jungle Animals,4
382,ape,"Jungle Animals,Primates",Jungle Animals,6
382,llama,"Beasts of Burden,Farm Animals",Farm Animals,7
382,buffalo,"Non-Jungle Animals,North American",Non-Jungle Animals,6
382,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,12
382,duck,"Birds,Farm Animals",Farm Animals,6
382,rooster,"Birds,Farm Animals",Farm Animals,3
383,pig,Farm Animals,Farm Animals,3
383,cat,"Felines,Pets",Pets,1
383,dog,"Canines,Pets",Pets,2
383,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,1
383,monkey,"Jungle Animals,Primates",Jungle Animals,3
383,kangaroo,Australian Animals,Australian Animals,5
383,fish,"Fish,Pets",Fish,3
383,salmon,Fish,Fish,2
383,elephant,Non-Jungle Animals,Non-Jungle Animals,8
383,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
383,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
383,bear,North American,North American,1
383,eagle,"Birds,North American",North American,2
383,robin,Birds,Birds,2
383,panda,Jungle Animals,Jungle Animals,9
383,pigeon,Birds,Birds,7
383,boar,"Non-Jungle Animals,North American",North American,7
383,goat,"Farm Animals,North American",North American,2
383,sheep,Farm Animals,Farm Animals,1
383,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
383,pony,"Beasts of Burden,Farm Animals,Pets",Farm Animals,2
383,giraffe,Non-Jungle Animals,Non-Jungle Animals,9
383,ostrich,"Non-Jungle Animals,Birds",Non-Jungle Animals,5
383,lamb,Farm Animals,Farm Animals,10
383,llama,"Beasts of Burden,Farm Animals",Farm Animals,3
383,whale,Fish,Fish,10
383,dolphin,Fish,Fish,3
383,squid,Fish,Fish,4
383,kitten,"Farm Animals,Pets",Pets,8
383,zebra,Non-Jungle Animals,Non-Jungle Animals,2
383,dove,Birds,Birds,7
383,jaguar,"Jungle Animals,Felines",Felines,11
383,cheetah,"Non-Jungle Animals,Felines",Felines,3
383,cricket,Insects,Insects,7
383,spider,Insects,Insects,2
383,flamingo,"Non-Jungle Animals,Birds",Birds,20
384,bear,North American,North American,4
384,bird,"Birds,Pets",Birds,4
384,zebra,Non-Jungle Animals,Non-Jungle Animals,3
384,leopard,"Jungle Animals,Felines",Felines,1
384,lion,"Non-Jungle Animals,Felines",Felines,3
384,gorilla,"Jungle Animals,Primates",Jungle Animals,1
384,snowmonkey,"Jungle Animals,Primates",Jungle Animals,3
384,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,4
384,crocodile,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,3
384,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,6
384,grizzly,North American,North American,8
384,parrot,"Birds,Pets",Birds,9
384,dog,"Canines,Pets",Pets,2
384,cat,"Felines,Pets",Pets,2
384,mouse,"Pets,Rodent Like",Pets,1
384,rat,"Pets,Rodent Like",Pets,2
384,ant,Insects,Insects,4
384,human,Primates,Primates,2
384,raccoon,"North American,Rodent Like",Rodent Like,9
384,hamster,"Pets,Rodent Like",Rodent Like,2
384,gerbil,"Pets,Rodent Like",Rodent Like,2
384,wombat,Australian Animals,Australian Animals,7
384,mink,"North American,Rodent Like",North American,2
384,muskrat,"North American,Rodent Like",North American,7
384,deer,North American,North American,3
384,moose,North American,North American,2
384,skunk,"North American,Rodent Like",North American,2
384,elk,North American,North American,5
384,lizard,"Pets,Reptiles/Amphibians",Pets,5
384,whale,Fish,Fish,1
384,dolphin,Fish,Fish,2
384,goldfish,"Fish,Pets",Fish,5
384,piranha,Fish,Fish,4
384,shark,Fish,Fish,9
384,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,3
384,iguana,"Pets,Reptiles/Amphibians",Pets,6
384,elephant,Non-Jungle Animals,Non-Jungle Animals,16
384,bison,North American,North American,2
384,buffalo,"Non-Jungle Animals,North American",North American,1
384,gazelle,Non-Jungle Animals,Non-Jungle Animals,11
384,pig,Farm Animals,Farm Animals,16
385,dog,"Canines,Pets",Pets,3
385,cat,"Felines,Pets",Pets,1
385,bird,"Birds,Pets",Pets,2
385,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,3
385,hamster,"Pets,Rodent Like",Pets,5
385,fish,"Fish,Pets",Pets,2
385,chicken,"Birds,Farm Animals",Farm Animals,3
385,cow,Farm Animals,Farm Animals,2
385,pig,Farm Animals,Farm Animals,2
385,sheep,Farm Animals,Farm Animals,4
385,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
385,gerbil,"Pets,Rodent Like",Pets,7
385,mouse,"Pets,Rodent Like",Pets,1
385,ferret,"Farm Animals,Pets,Rodent Like",Pets,9
385,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,6
385,shark,Fish,Fish,3
385,iguana,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,5
385,gecko,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,6
385,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,5
385,duck,"Birds,Farm Animals",Farm Animals,8
385,goose,"Birds,Farm Animals",Farm Animals,6
385,squirrel,"North American,Rodent Like",North American,10
385,chipmunk,"North American,Rodent Like",North American,3
385,lion,"Non-Jungle Animals,Felines",Felines,13
385,tiger,"Non-Jungle Animals,Felines",Felines,2
385,bear,North American,North American,3
385,elephant,Non-Jungle Animals,Non-Jungle Animals,3
385,zebra,Non-Jungle Animals,Non-Jungle Animals,5
385,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,7
385,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,3
385,dolphin,Fish,Fish,4
385,whale,Fish,Fish,3
385,giraffe,Non-Jungle Animals,Non-Jungle Animals,8
385,antelope,Non-Jungle Animals,Non-Jungle Animals,7
385,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,3
385,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,9
385,gorilla,"Jungle Animals,Primates",Jungle Animals,20
386,deer,North American,North American,5
386,bear,North American,North American,2
386,dog,"Canines,Pets",Pets,2
386,cat,"Felines,Pets",Pets,2
386,pigeon,Birds,Birds,2
386,bird,"Birds,Pets",Birds,9
386,hamster,"Pets,Rodent Like",Pets,5
386,guineapig,"Pets,Rodent Like",Pets,18
386,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,4
386,frog,"Pets,Reptiles/Amphibians",Pets,3
386,worm,Insects,Insects,3
386,fish,"Fish,Pets",Pets,7
386,trout,Fish,Fish,4
386,sheep,Farm Animals,Farm Animals,7
386,goat,"Farm Animals,North American",Farm Animals,3
386,donkey,"Beasts of Burden,Farm Animals",Farm Animals,3
386,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
386,cow,Farm Animals,Farm Animals,6
386,ostrich,"Non-Jungle Animals,Birds",Birds,9
386,peacock,Birds,Birds,5
386,groundhog,"North American,Rodent Like,Rodent Like",North American,12
386,prairiedog,"North American,Rodent Like",North American,10
386,bison,North American,North American,13
386,buffalo,"Non-Jungle Animals,North American",North American,3
386,giraffe,Non-Jungle Animals,Non-Jungle Animals,4
386,zebra,Non-Jungle Animals,Non-Jungle Animals,4
386,elephant,Non-Jungle Animals,Non-Jungle Animals,4
386,monkey,"Jungle Animals,Primates",Jungle Animals,4
386,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,4
386,crocodile,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,4
386,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Jungle Animals,6
386,spider,Insects,Insects,3
386,mouse,"Pets,Rodent Like",Pets,2
386,rat,"Pets,Rodent Like",Pets,2
386,bat,Rodent Like,Rodent Like,8
387,dog,"Canines,Pets",Pets,2
387,cat,"Felines,Pets",Pets,1
387,monkey,"Jungle Animals,Primates",Jungle Animals,3
